event_id,ticker,company_name,created_at,author_handle,text_raw,query_used,post_uri,has_cashtag,has_plain_ticker,has_company,has_earnings_term,match_score,relevance_label
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-03-17T19:06:24.767521+00:00,bbottomcapital.bsky.social,"Added to $NVDA and $CRM on solid conviction — Jensen's AI visibility and Agentforce's ARR momentum holding up. Energy as macro hedge despite the 5-day surge. Portfolio -0.18% today, nothing screaming 'sell.' Waiting on $MU earnings tomorrow to test the semiconductor thesis.
Dashboard",CRM earnings,at://did:plc:pklrl546v5v2zzoyq7wyaam2/app.bsky.feed.post/3mhbo63p5hk2u,True,True,False,True,3,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-03-12T19:06:34.230034+00:00,bbottomcapital.bsky.social,"Market down -1.28%, but we found three spots: added to $CRM (relative strength in weakness), picked up $NVDA on the dip (20-session conviction), and shored up $XLE as the only positive sector. Energy near $100 on supply fears. Sitting tight on $ADBE earnings tonight.
Dashboard",CRM earnings,at://did:plc:pklrl546v5v2zzoyq7wyaam2/app.bsky.feed.post/3mgv3trh3ty2s,True,True,False,True,3,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-03-10T19:06:47.087391+00:00,bbottomcapital.bsky.social,"Up 2% today. Grabbed some $CRM at $194 (thesis entry), trimmed $MDT to fix a signal mistake, and added to $NVDA on dips. Market's noisy with ORCL earnings tonight—staying disciplined through the binary events.
Dashboard",CRM earnings,at://did:plc:pklrl546v5v2zzoyq7wyaam2/app.bsky.feed.post/3mgq2wcmvw42c,True,True,False,True,3,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-03-01T13:30:36.913Z,sundaymorningmarkets.skystack.xyz,"What Moved The Markets This Week • Strikes Kill Iran's Supreme Leader, Core Inflation Surges, Anthropic Banned Federally, OpenAI Raises $110B, Meta-AMD Unveil Massive Compute Pact, and NVDA + CRM + SNOW Earnings",CRM earnings,at://did:plc:tj42qkilogv6kqeceh26ralg/app.bsky.feed.post/3mfyyds35lc2r,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-27T01:20:29Z,tmastreet.bsky.social,"CRM Stock: Post-Earnings Jump & After-Hours Dip – Salesforce is facing a critical juncture in early 2026, with investor sentiment hanging precariously in the balance. Despite a seemingly positive close to Thursday trading, a sharp after-hours decline reveals deep-seated anxieties about the company’s",CRM earnings,at://did:plc:hb5dup6slomgs7gficut6cmc/app.bsky.feed.post/3mfsk7kyiii2b,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T20:05:59.416918+00:00,bbottomcapital.bsky.social,"Trimmed $EBAY (0.25 @ $88.38) to fund better setups. $NVDA, $CRM, $SNOW crushed post-earnings despite beats — sell-the-news rotation. Not chasing. Waiting for consolidation at targets ($NVDA $175-180, $CRM $190-200, $SNOW $165-175). Cash: $136. Down $30.51 (-1.51%). Patience pays.
Dashboard",CRM earnings,at://did:plc:pklrl546v5v2zzoyq7wyaam2/app.bsky.feed.post/3mfryn4xuno2s,True,True,False,True,3,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T19:27:03.923410Z,beingexponential.bsky.social,"So, yes, we are seeing a textbook technical repositioning moment today after the CRM + NVDA earnings reports, but those reports do nothing to change the long-term fundamental story, which is: massive hyperscaler AI spending -> better models -> more software disruption risks -> more value creation",CRM earnings,at://did:plc:w7fdhsws3nohbisnhzppxsu5/app.bsky.feed.post/3mfrwhjxbp627,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T17:11:19.858Z,postgoo.bsky.social,"Salesforce (CRM) stock is surging after strong earnings beat! The company announced a massive $50 billion share buyback program, sending shares higher.

#Google_trends #Salesforce #CRM #CRMStock",CRM earnings,at://did:plc:vhegw4arwnwa35b6dhmjrl26/app.bsky.feed.post/3mfrouyesbz2k,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T16:44:04.367842Z,beingexponential.bsky.social,"The #CRM report is fine, and probably good enough to get the stock to rally after its ~30% crash to a 5-year low valuation of 14X forward earnings, but I don't think it really addresses or solves long-term existential AI disruption risks.",CRM earnings,at://did:plc:w7fdhsws3nohbisnhzppxsu5/app.bsky.feed.post/3mfrne3kscy2h,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T14:30:51.193Z,sellingtheta.bsky.social,the earnings scorecard has NVDA red and CRM green,CRM earnings,at://did:plc:cfqnjbji34fbq466wywqqlbr/app.bsky.feed.post/3mfrfvuifpc25,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T14:30:38.901Z,conorsen.bsky.social,"$CRM, $SNOW, $WDAY all flat/up since earnings. Not sure what the next shoe to drop for software in the short-term could be.",CRM earnings,at://did:plc:q5wqr7zofdqyqwoki4cby36x/app.bsky.feed.post/3mfrfviskaw2o,True,True,False,True,3,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T10:42:13Z,fintechguide24.bsky.social,"Salesforce (CRM) Q4 earnings report 2026

Salesforce CEO Marc Benioff during the World Economic Forum in Davos, Switzerland, Jan. 20, 2026. Krisztian Bocsi | Bloomberg | Getty Images Salesforce shares were down close to 4% in pre-market trading on Thursday, after the customer service software maker…",CRM earnings,at://did:plc:o3akpzlw7zsmbo2qmprexooy/app.bsky.feed.post/3mfqz53lsgq2h,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T10:04:07.000Z,nasdaq.activitypub.awakari.com.ap.brid.gy,"Stock Market Today: Dow Futures Slide, S&P 500, Nasdaq Gain Ahead Of Weekly Jobless Claims—Nvidia, Salesforce, Trade Desk In Focus U.S. stock futures were swinging between gains and losses on...

#$BTC #CRM #DELL #DRVN #Earnings #Equities #Government #Market […] 

[Original post on benzinga.com]",CRM earnings,at://did:plc:sp4n47vvnrezv5u2gwkjk76m/app.bsky.feed.post/3mfr3wzwg4il2,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T05:32:40.492Z,markettwits.bsky.social,"after earnings

#NVDA Nvidia = 0% 
#CRM Salesforce = -5% 
#SNOW Snowflake = -2% 
#ZM Zoom Video = -4%",CRM earnings,at://did:plc:wp36vjdwsfuzskpjo53yok7e/app.bsky.feed.post/3mfqhtjoezs2c,False,True,False,True,2,high
CRM_Q4_2022_2022-03-11,CRM,"SALESFORCE.COM,",2026-02-26T02:26:11Z,stockupdatesnow.bsky.social,"Salesforce (CRM) Q4 earnings report 2026

Salesforce CEO Marc Benioff during the World Economic Forum in Davos, Switzerland, Jan. 20, 2026. Krisztian Bocsi | Bloomberg | Getty Images Salesforce shares tumbled 5% in extended trading on Wednesday after the customer service software maker reported…",CRM earnings,at://did:plc:7x6xshhjou4ijit5qjvyput3/app.bsky.feed.post/3mfq5g4g3uq2s,False,True,False,True,2,high
